PAKKAUSNRO;AINETUN;AINENIMI
123445;9028;Asenapini maleas
123446;9028;Asenapini maleas
123447;9028;Asenapini maleas
123448;9028;Asenapini maleas
123453;5228;Valsartanum
123454;5228;Valsartanum
123455;5228;Valsartanum
123456;5228;Valsartanum
123457;5228;Valsartanum
123458;5228;Valsartanum
123460;5228;Valsartanum
123461;5228;Valsartanum
123462;5228;Valsartanum
123463;5228;Valsartanum
123464;5228;Valsartanum
123465;5228;Valsartanum
123474;2319;Immunoglobulinum humanum
123475;5228;Valsartanum
123476;5228;Valsartanum
123477;5228;Valsartanum
123478;5228;Valsartanum
123479;5228;Valsartanum
123480;5228;Valsartanum
123507;501;Apraclonidini hydrochloridum
123508;1597;Dorzolamidi hydrochloridum
123508;4632;Timololi maleas
123509;1597;Dorzolamidi hydrochloridum
123509;4632;Timololi maleas
123510;1597;Dorzolamidi hydrochloridum
123510;4632;Timololi maleas
123512;2884;Metformini hydrochloridum
123512;8315;Sitagliptinum monohydricum phosphatum
123513;2884;Metformini hydrochloridum
123513;8315;Sitagliptinum monohydricum phosphatum
123514;2884;Metformini hydrochloridum
123514;8315;Sitagliptinum monohydricum phosphatum
123515;2884;Metformini hydrochloridum
123515;8315;Sitagliptinum monohydricum phosphatum
123516;2884;Metformini hydrochloridum
123516;8315;Sitagliptinum monohydricum phosphatum
123517;2884;Metformini hydrochloridum
123517;8315;Sitagliptinum monohydricum phosphatum
123518;8775;Sevelameri carbonas
123519;6636;Celecoxibum
123520;6636;Celecoxibum
123521;8298;Ketotifeni fumaras
123525;3579;Pantoprazolum natricum sesquihydricum
123526;3579;Pantoprazolum natricum sesquihydricum
123540;1597;Dorzolamidi hydrochloridum
123541;1597;Dorzolamidi hydrochloridum
123542;1597;Dorzolamidi hydrochloridum
123607;7940;Pregabalinum
123608;4162;Ribavirinum
123609;4162;Ribavirinum
123610;4162;Ribavirinum
123611;4162;Ribavirinum
123614;5890;Sevelameri hydrochloridum
123641;3117;Natrii chloridum
123642;3117;Natrii chloridum
123643;3117;Natrii chloridum
123644;3117;Natrii chloridum
123645;3117;Natrii chloridum
123646;3117;Natrii chloridum
123647;3117;Natrii chloridum
123648;92;Acidum asparticum
123648;115;Acidum glutamicum
123648;269;Alaninum
123648;521;Argininum
123648;808;Calcii chloridum dihydricum
123648;2134;Glucosum monohydricum
123648;2155;Glycinum
123648;2241;Histidinum
123648;2398;Isoleucinum
123648;2441;Kalii chloridum
123648;2545;Leucinum
123648;2546;Lysini acetas
123648;2549;Methioninum
123648;2550;Phenylalaninum
123648;2551;Prolinum
123648;2552;Serinum
123648;2553;Threoninum
123648;2554;Tryptophanum
123648;2555;Tyrosinum
123648;2556;Valinum
123648;2746;Magnesii chloridum hexahydricum
123648;3090;Natrii acetas trihydricus
123648;7790;Soiae oleum raffinatum
123648;8672;Olivae oleum raffinatum
123648;8878;Natrii glycerophosphas hydricus
123649;92;Acidum asparticum
123649;115;Acidum glutamicum
123649;269;Alaninum
123649;521;Argininum
123649;808;Calcii chloridum dihydricum
123649;2134;Glucosum monohydricum
123649;2155;Glycinum
123649;2241;Histidinum
123649;2398;Isoleucinum
123649;2441;Kalii chloridum
123649;2545;Leucinum
123649;2546;Lysini acetas
123649;2549;Methioninum
123649;2550;Phenylalaninum
123649;2551;Prolinum
123649;2552;Serinum
123649;2553;Threoninum
123649;2554;Tryptophanum
123649;2555;Tyrosinum
123649;2556;Valinum
123649;2746;Magnesii chloridum hexahydricum
123649;3090;Natrii acetas trihydricus
123649;7790;Soiae oleum raffinatum
123649;8672;Olivae oleum raffinatum
123649;8878;Natrii glycerophosphas hydricus
123650;92;Acidum asparticum
123650;115;Acidum glutamicum
123650;269;Alaninum
123650;521;Argininum
123650;808;Calcii chloridum dihydricum
123650;2134;Glucosum monohydricum
123650;2155;Glycinum
123650;2241;Histidinum
123650;2398;Isoleucinum
123650;2441;Kalii chloridum
123650;2545;Leucinum
123650;2546;Lysini acetas
123650;2549;Methioninum
123650;2550;Phenylalaninum
123650;2551;Prolinum
123650;2552;Serinum
123650;2553;Threoninum
123650;2554;Tryptophanum
123650;2555;Tyrosinum
123650;2556;Valinum
123650;2746;Magnesii chloridum hexahydricum
123650;3090;Natrii acetas trihydricus
123650;7790;Soiae oleum raffinatum
123650;8672;Olivae oleum raffinatum
123650;8878;Natrii glycerophosphas hydricus
123651;92;Acidum asparticum
123651;115;Acidum glutamicum
123651;269;Alaninum
123651;521;Argininum
123651;808;Calcii chloridum dihydricum
123651;2134;Glucosum monohydricum
123651;2155;Glycinum
123651;2241;Histidinum
123651;2398;Isoleucinum
123651;2441;Kalii chloridum
123651;2545;Leucinum
123651;2546;Lysini acetas
123651;2549;Methioninum
123651;2550;Phenylalaninum
123651;2551;Prolinum
123651;2552;Serinum
123651;2553;Threoninum
123651;2554;Tryptophanum
123651;2555;Tyrosinum
123651;2556;Valinum
123651;2746;Magnesii chloridum hexahydricum
123651;3090;Natrii acetas trihydricus
123651;7790;Soiae oleum raffinatum
123651;8672;Olivae oleum raffinatum
123651;8878;Natrii glycerophosphas hydricus
123658;92;Acidum asparticum
123658;115;Acidum glutamicum
123658;269;Alaninum
123658;521;Argininum
123658;2134;Glucosum monohydricum
123658;2155;Glycinum
123658;2241;Histidinum
123658;2398;Isoleucinum
123658;2545;Leucinum
123658;2546;Lysini acetas
123658;2549;Methioninum
123658;2550;Phenylalaninum
123658;2551;Prolinum
123658;2552;Serinum
123658;2553;Threoninum
123658;2554;Tryptophanum
123658;2555;Tyrosinum
123658;2556;Valinum
123658;7790;Soiae oleum raffinatum
123658;8672;Olivae oleum raffinatum
123659;92;Acidum asparticum
123659;115;Acidum glutamicum
123659;269;Alaninum
123659;521;Argininum
123659;2134;Glucosum monohydricum
123659;2155;Glycinum
123659;2241;Histidinum
123659;2398;Isoleucinum
123659;2545;Leucinum
123659;2546;Lysini acetas
123659;2549;Methioninum
123659;2550;Phenylalaninum
123659;2551;Prolinum
123659;2552;Serinum
123659;2553;Threoninum
123659;2554;Tryptophanum
123659;2555;Tyrosinum
123659;2556;Valinum
123659;7790;Soiae oleum raffinatum
123659;8672;Olivae oleum raffinatum
123660;92;Acidum asparticum
123660;115;Acidum glutamicum
123660;269;Alaninum
123660;521;Argininum
123660;2134;Glucosum monohydricum
123660;2155;Glycinum
123660;2241;Histidinum
123660;2398;Isoleucinum
123660;2545;Leucinum
123660;2546;Lysini acetas
123660;2549;Methioninum
123660;2550;Phenylalaninum
123660;2551;Prolinum
123660;2552;Serinum
123660;2553;Threoninum
123660;2554;Tryptophanum
123660;2555;Tyrosinum
123660;2556;Valinum
123660;7790;Soiae oleum raffinatum
123660;8672;Olivae oleum raffinatum
123662;92;Acidum asparticum
123662;115;Acidum glutamicum
123662;269;Alaninum
123662;521;Argininum
123662;808;Calcii chloridum dihydricum
123662;2134;Glucosum monohydricum
123662;2155;Glycinum
123662;2241;Histidinum
123662;2398;Isoleucinum
123662;2441;Kalii chloridum
123662;2545;Leucinum
123662;2546;Lysini acetas
123662;2549;Methioninum
123662;2550;Phenylalaninum
123662;2551;Prolinum
123662;2552;Serinum
123662;2553;Threoninum
123662;2554;Tryptophanum
123662;2555;Tyrosinum
123662;2556;Valinum
123662;2746;Magnesii chloridum hexahydricum
123662;3090;Natrii acetas trihydricus
123662;7790;Soiae oleum raffinatum
123662;8672;Olivae oleum raffinatum
123662;8878;Natrii glycerophosphas hydricus
123663;92;Acidum asparticum
123663;115;Acidum glutamicum
123663;269;Alaninum
123663;521;Argininum
123663;808;Calcii chloridum dihydricum
123663;2134;Glucosum monohydricum
123663;2155;Glycinum
123663;2241;Histidinum
123663;2398;Isoleucinum
123663;2441;Kalii chloridum
123663;2545;Leucinum
123663;2546;Lysini acetas
123663;2549;Methioninum
123663;2550;Phenylalaninum
123663;2551;Prolinum
123663;2552;Serinum
123663;2553;Threoninum
123663;2554;Tryptophanum
123663;2555;Tyrosinum
123663;2556;Valinum
123663;2746;Magnesii chloridum hexahydricum
123663;3090;Natrii acetas trihydricus
123663;7790;Soiae oleum raffinatum
123663;8672;Olivae oleum raffinatum
123663;8878;Natrii glycerophosphas hydricus
123664;92;Acidum asparticum
123664;115;Acidum glutamicum
123664;269;Alaninum
123664;521;Argininum
123664;808;Calcii chloridum dihydricum
123664;2134;Glucosum monohydricum
123664;2155;Glycinum
123664;2241;Histidinum
123664;2398;Isoleucinum
123664;2441;Kalii chloridum
123664;2545;Leucinum
123664;2546;Lysini acetas
123664;2549;Methioninum
123664;2550;Phenylalaninum
123664;2551;Prolinum
123664;2552;Serinum
123664;2553;Threoninum
123664;2554;Tryptophanum
123664;2555;Tyrosinum
123664;2556;Valinum
123664;2746;Magnesii chloridum hexahydricum
123664;3090;Natrii acetas trihydricus
123664;7790;Soiae oleum raffinatum
123664;8672;Olivae oleum raffinatum
123664;8878;Natrii glycerophosphas hydricus
123674;2306;Iloprostum trometamolum
123675;2306;Iloprostum trometamolum
123676;92;Acidum asparticum
123676;115;Acidum glutamicum
123676;269;Alaninum
123676;521;Argininum
123676;808;Calcii chloridum dihydricum
123676;2134;Glucosum monohydricum
123676;2155;Glycinum
123676;2241;Histidinum
123676;2398;Isoleucinum
123676;2441;Kalii chloridum
123676;2545;Leucinum
123676;2546;Lysini acetas
123676;2549;Methioninum
123676;2550;Phenylalaninum
123676;2551;Prolinum
123676;2552;Serinum
123676;2553;Threoninum
123676;2554;Tryptophanum
123676;2555;Tyrosinum
123676;2556;Valinum
123676;2746;Magnesii chloridum hexahydricum
123676;3090;Natrii acetas trihydricus
123676;7790;Soiae oleum raffinatum
123676;8672;Olivae oleum raffinatum
123676;8878;Natrii glycerophosphas hydricus
123677;92;Acidum asparticum
123677;115;Acidum glutamicum
123677;269;Alaninum
123677;521;Argininum
123677;808;Calcii chloridum dihydricum
123677;2134;Glucosum monohydricum
123677;2155;Glycinum
123677;2241;Histidinum
123677;2398;Isoleucinum
123677;2441;Kalii chloridum
123677;2545;Leucinum
123677;2546;Lysini acetas
123677;2549;Methioninum
123677;2550;Phenylalaninum
123677;2551;Prolinum
123677;2552;Serinum
123677;2553;Threoninum
123677;2554;Tryptophanum
123677;2555;Tyrosinum
123677;2556;Valinum
123677;2746;Magnesii chloridum hexahydricum
123677;3090;Natrii acetas trihydricus
123677;7790;Soiae oleum raffinatum
123677;8672;Olivae oleum raffinatum
123677;8878;Natrii glycerophosphas hydricus
123678;92;Acidum asparticum
123678;115;Acidum glutamicum
123678;269;Alaninum
123678;521;Argininum
123678;808;Calcii chloridum dihydricum
123678;2134;Glucosum monohydricum
123678;2155;Glycinum
123678;2241;Histidinum
123678;2398;Isoleucinum
123678;2441;Kalii chloridum
123678;2545;Leucinum
123678;2546;Lysini acetas
123678;2549;Methioninum
123678;2550;Phenylalaninum
123678;2551;Prolinum
123678;2552;Serinum
123678;2553;Threoninum
123678;2554;Tryptophanum
123678;2555;Tyrosinum
123678;2556;Valinum
123678;2746;Magnesii chloridum hexahydricum
123678;3090;Natrii acetas trihydricus
123678;7790;Soiae oleum raffinatum
123678;8672;Olivae oleum raffinatum
123678;8878;Natrii glycerophosphas hydricus
123679;92;Acidum asparticum
123679;115;Acidum glutamicum
123679;269;Alaninum
123679;521;Argininum
123679;2134;Glucosum monohydricum
123679;2155;Glycinum
123679;2241;Histidinum
123679;2398;Isoleucinum
123679;2545;Leucinum
123679;2546;Lysini acetas
123679;2549;Methioninum
123679;2550;Phenylalaninum
123679;2551;Prolinum
123679;2552;Serinum
123679;2553;Threoninum
123679;2554;Tryptophanum
123679;2555;Tyrosinum
123679;2556;Valinum
123679;7790;Soiae oleum raffinatum
123679;8672;Olivae oleum raffinatum
123680;92;Acidum asparticum
123680;115;Acidum glutamicum
123680;269;Alaninum
123680;521;Argininum
123680;2134;Glucosum monohydricum
123680;2155;Glycinum
123680;2241;Histidinum
123680;2398;Isoleucinum
123680;2545;Leucinum
123680;2546;Lysini acetas
123680;2549;Methioninum
123680;2550;Phenylalaninum
123680;2551;Prolinum
123680;2552;Serinum
123680;2553;Threoninum
123680;2554;Tryptophanum
123680;2555;Tyrosinum
123680;2556;Valinum
123680;7790;Soiae oleum raffinatum
123680;8672;Olivae oleum raffinatum
123681;92;Acidum asparticum
123681;115;Acidum glutamicum
123681;269;Alaninum
123681;521;Argininum
123681;2134;Glucosum monohydricum
123681;2155;Glycinum
123681;2241;Histidinum
123681;2398;Isoleucinum
123681;2545;Leucinum
123681;2546;Lysini acetas
123681;2549;Methioninum
123681;2550;Phenylalaninum
123681;2551;Prolinum
123681;2552;Serinum
123681;2553;Threoninum
123681;2554;Tryptophanum
123681;2555;Tyrosinum
123681;2556;Valinum
123681;7790;Soiae oleum raffinatum
123681;8672;Olivae oleum raffinatum
123688;92;Acidum asparticum
123688;115;Acidum glutamicum
123688;269;Alaninum
123688;521;Argininum
123688;808;Calcii chloridum dihydricum
123688;2134;Glucosum monohydricum
123688;2155;Glycinum
123688;2241;Histidinum
123688;2398;Isoleucinum
123688;2441;Kalii chloridum
123688;2545;Leucinum
123688;2546;Lysini acetas
123688;2549;Methioninum
123688;2550;Phenylalaninum
123688;2551;Prolinum
123688;2552;Serinum
123688;2553;Threoninum
123688;2554;Tryptophanum
123688;2555;Tyrosinum
123688;2556;Valinum
123688;2746;Magnesii chloridum hexahydricum
123688;3090;Natrii acetas trihydricus
123688;7790;Soiae oleum raffinatum
123688;8672;Olivae oleum raffinatum
123688;8878;Natrii glycerophosphas hydricus
123689;92;Acidum asparticum
123689;115;Acidum glutamicum
123689;269;Alaninum
123689;521;Argininum
123689;808;Calcii chloridum dihydricum
123689;2134;Glucosum monohydricum
123689;2155;Glycinum
123689;2241;Histidinum
123689;2398;Isoleucinum
123689;2441;Kalii chloridum
123689;2545;Leucinum
123689;2546;Lysini acetas
123689;2549;Methioninum
123689;2550;Phenylalaninum
123689;2551;Prolinum
123689;2552;Serinum
123689;2553;Threoninum
123689;2554;Tryptophanum
123689;2555;Tyrosinum
123689;2556;Valinum
123689;2746;Magnesii chloridum hexahydricum
123689;3090;Natrii acetas trihydricus
123689;7790;Soiae oleum raffinatum
123689;8672;Olivae oleum raffinatum
123689;8878;Natrii glycerophosphas hydricus
123691;92;Acidum asparticum
123691;115;Acidum glutamicum
123691;269;Alaninum
123691;521;Argininum
123691;808;Calcii chloridum dihydricum
123691;2134;Glucosum monohydricum
123691;2155;Glycinum
123691;2241;Histidinum
123691;2398;Isoleucinum
123691;2441;Kalii chloridum
123691;2545;Leucinum
123691;2546;Lysini acetas
123691;2549;Methioninum
123691;2550;Phenylalaninum
123691;2551;Prolinum
123691;2552;Serinum
123691;2553;Threoninum
123691;2554;Tryptophanum
123691;2555;Tyrosinum
123691;2556;Valinum
123691;2746;Magnesii chloridum hexahydricum
123691;3090;Natrii acetas trihydricus
123691;7790;Soiae oleum raffinatum
123691;8672;Olivae oleum raffinatum
123691;8878;Natrii glycerophosphas hydricus
123719;7904;Duloxetini hydrochloridum
123728;2909;Methotrexatum
123729;2909;Methotrexatum
123730;2909;Methotrexatum
123893;8662;Quetiapini hemifumaras
123894;8662;Quetiapini hemifumaras
123895;8662;Quetiapini hemifumaras
123896;8662;Quetiapini hemifumaras
123897;8662;Quetiapini hemifumaras
123898;8662;Quetiapini hemifumaras
123899;8662;Quetiapini hemifumaras
123900;8662;Quetiapini hemifumaras
123901;8662;Quetiapini hemifumaras
123902;8662;Quetiapini hemifumaras
123903;8662;Quetiapini hemifumaras
123904;8662;Quetiapini hemifumaras
123905;8662;Quetiapini hemifumaras
123906;8662;Quetiapini hemifumaras
123907;8662;Quetiapini hemifumaras
123908;8662;Quetiapini hemifumaras
123909;8662;Quetiapini hemifumaras
123910;8662;Quetiapini hemifumaras
123911;8662;Quetiapini hemifumaras
123912;8662;Quetiapini hemifumaras
123913;8662;Quetiapini hemifumaras
123914;8662;Quetiapini hemifumaras
123915;8662;Quetiapini hemifumaras
123916;8662;Quetiapini hemifumaras
123917;8662;Quetiapini hemifumaras
123918;8662;Quetiapini hemifumaras
123919;8662;Quetiapini hemifumaras
123920;8662;Quetiapini hemifumaras
123936;3397;Omeprazolum
123937;3397;Omeprazolum
123938;3397;Omeprazolum
123939;3397;Omeprazolum
123940;3397;Omeprazolum
123941;3397;Omeprazolum
123942;3397;Omeprazolum
123943;3397;Omeprazolum
123944;3397;Omeprazolum
123945;3397;Omeprazolum
123946;3397;Omeprazolum
123947;3397;Omeprazolum
123948;3397;Omeprazolum
123949;3397;Omeprazolum
123950;3397;Omeprazolum
123951;3397;Omeprazolum
123952;3397;Omeprazolum
123953;3397;Omeprazolum
123954;3397;Omeprazolum
123955;3397;Omeprazolum
123956;3397;Omeprazolum
123957;3397;Omeprazolum
123958;3397;Omeprazolum
123960;3397;Omeprazolum
123961;3397;Omeprazolum
123962;3397;Omeprazolum
123963;3397;Omeprazolum
123964;3397;Omeprazolum
123965;3397;Omeprazolum
123966;3397;Omeprazolum
123967;3397;Omeprazolum
123968;3397;Omeprazolum
123969;3397;Omeprazolum
123970;3397;Omeprazolum
123971;3397;Omeprazolum
123972;3397;Omeprazolum
123973;3397;Omeprazolum
123974;3397;Omeprazolum
123975;3397;Omeprazolum
123976;3397;Omeprazolum
123977;3397;Omeprazolum
123978;3397;Omeprazolum
123979;3397;Omeprazolum
123980;3397;Omeprazolum
123981;3397;Omeprazolum
123982;3397;Omeprazolum
123983;3397;Omeprazolum
123984;3397;Omeprazolum
123985;3397;Omeprazolum
123986;3397;Omeprazolum
123987;3397;Omeprazolum
123988;3397;Omeprazolum
123989;3397;Omeprazolum
123990;3397;Omeprazolum
123991;3397;Omeprazolum
123992;3397;Omeprazolum
123993;3397;Omeprazolum
123994;3397;Omeprazolum
123995;3397;Omeprazolum
123996;3397;Omeprazolum
123997;3397;Omeprazolum
123998;3397;Omeprazolum
123999;3397;Omeprazolum
124000;3397;Omeprazolum
124001;3397;Omeprazolum
124002;3397;Omeprazolum
124003;3397;Omeprazolum
124004;3397;Omeprazolum
124005;3397;Omeprazolum
124034;8662;Quetiapini hemifumaras
124035;8662;Quetiapini hemifumaras
124036;8662;Quetiapini hemifumaras
124037;8662;Quetiapini hemifumaras
124038;8662;Quetiapini hemifumaras
124039;8662;Quetiapini hemifumaras
124040;8662;Quetiapini hemifumaras
124041;8662;Quetiapini hemifumaras
124042;8662;Quetiapini hemifumaras
124043;8662;Quetiapini hemifumaras
124044;8662;Quetiapini hemifumaras
124045;8662;Quetiapini hemifumaras
124046;8662;Quetiapini hemifumaras
124047;8662;Quetiapini hemifumaras
124048;8662;Quetiapini hemifumaras
124049;8662;Quetiapini hemifumaras
124050;8662;Quetiapini hemifumaras
124051;8662;Quetiapini hemifumaras
124052;8662;Quetiapini hemifumaras
124053;8662;Quetiapini hemifumaras
124054;8662;Quetiapini hemifumaras
124055;8662;Quetiapini hemifumaras
124056;8662;Quetiapini hemifumaras
124057;8662;Quetiapini hemifumaras
124058;8662;Quetiapini hemifumaras
124059;8662;Quetiapini hemifumaras
124060;8662;Quetiapini hemifumaras
124061;8662;Quetiapini hemifumaras
124070;204;Adenosinum
124071;204;Adenosinum
124072;204;Adenosinum
124077;5567;Donepezili hydrochloridum
124078;5567;Donepezili hydrochloridum
124079;5567;Donepezili hydrochloridum
124080;5567;Donepezili hydrochloridum
124081;5567;Donepezili hydrochloridum
124082;5567;Donepezili hydrochloridum
124162;5879;Rabeprazolum natricum
124163;5879;Rabeprazolum natricum
124172;8912;Liraglutidum
124173;8912;Liraglutidum
124186;8788;Rivastigmini hydrogenotartras
124187;8788;Rivastigmini hydrogenotartras
124188;8788;Rivastigmini hydrogenotartras
124189;8788;Rivastigmini hydrogenotartras
124190;8788;Rivastigmini hydrogenotartras
124191;8788;Rivastigmini hydrogenotartras
124192;8788;Rivastigmini hydrogenotartras
124193;8788;Rivastigmini hydrogenotartras
124194;8788;Rivastigmini hydrogenotartras
124195;8788;Rivastigmini hydrogenotartras
124196;8788;Rivastigmini hydrogenotartras
124197;8788;Rivastigmini hydrogenotartras
124198;8788;Rivastigmini hydrogenotartras
124201;8788;Rivastigmini hydrogenotartras
124202;8788;Rivastigmini hydrogenotartras
124203;8788;Rivastigmini hydrogenotartras
124204;8788;Rivastigmini hydrogenotartras
124205;8788;Rivastigmini hydrogenotartras
124206;8788;Rivastigmini hydrogenotartras
124207;8788;Rivastigmini hydrogenotartras
124208;8788;Rivastigmini hydrogenotartras
124209;8788;Rivastigmini hydrogenotartras
124210;8788;Rivastigmini hydrogenotartras
124211;8788;Rivastigmini hydrogenotartras
124212;8788;Rivastigmini hydrogenotartras
124213;8788;Rivastigmini hydrogenotartras
124214;8788;Rivastigmini hydrogenotartras
124215;8788;Rivastigmini hydrogenotartras
124216;8788;Rivastigmini hydrogenotartras
124217;8788;Rivastigmini hydrogenotartras
124218;8788;Rivastigmini hydrogenotartras
124219;8788;Rivastigmini hydrogenotartras
124220;8788;Rivastigmini hydrogenotartras
124221;8788;Rivastigmini hydrogenotartras
124222;8788;Rivastigmini hydrogenotartras
124223;8788;Rivastigmini hydrogenotartras
124224;8788;Rivastigmini hydrogenotartras
124225;8788;Rivastigmini hydrogenotartras
124226;8788;Rivastigmini hydrogenotartras
124227;8788;Rivastigmini hydrogenotartras
124228;8788;Rivastigmini hydrogenotartras
124229;8788;Rivastigmini hydrogenotartras
124230;8788;Rivastigmini hydrogenotartras
124231;8788;Rivastigmini hydrogenotartras
124232;8788;Rivastigmini hydrogenotartras
124233;8788;Rivastigmini hydrogenotartras
124234;8788;Rivastigmini hydrogenotartras
124235;8788;Rivastigmini hydrogenotartras
124236;8788;Rivastigmini hydrogenotartras
124237;8788;Rivastigmini hydrogenotartras
124238;8788;Rivastigmini hydrogenotartras
124239;8788;Rivastigmini hydrogenotartras
124240;8788;Rivastigmini hydrogenotartras
124241;8788;Rivastigmini hydrogenotartras
124396;7849;Rosuvastatinum calcicum
124397;7849;Rosuvastatinum calcicum
124398;7849;Rosuvastatinum calcicum
124399;7849;Rosuvastatinum calcicum
124402;7849;Rosuvastatinum calcicum
124403;7849;Rosuvastatinum calcicum
124404;7849;Rosuvastatinum calcicum
124405;7849;Rosuvastatinum calcicum
124408;7849;Rosuvastatinum calcicum
124409;7849;Rosuvastatinum calcicum
124410;7849;Rosuvastatinum calcicum
124411;7849;Rosuvastatinum calcicum
124414;7849;Rosuvastatinum calcicum
124415;7849;Rosuvastatinum calcicum
124416;7849;Rosuvastatinum calcicum
124417;7849;Rosuvastatinum calcicum
124420;5307;Topotecani hydrochloridum
124421;5307;Topotecani hydrochloridum
124422;5307;Topotecani hydrochloridum
124423;5307;Topotecani hydrochloridum
124424;5307;Topotecani hydrochloridum
124429;4794;Valacicloviri hydrochloridum
124430;5307;Topotecani hydrochloridum
124431;5307;Topotecani hydrochloridum
124432;5307;Topotecani hydrochloridum
124433;5307;Topotecani hydrochloridum
124440;3584;Paracetamolum
124441;3584;Paracetamolum
124442;3584;Paracetamolum
124443;3584;Paracetamolum
124445;2643;Lidocainum
124445;4003;Prilocainum
124446;3584;Paracetamolum
124447;3584;Paracetamolum
124448;2643;Lidocainum
124448;4003;Prilocainum
124449;3584;Paracetamolum
124450;2643;Lidocainum
124450;4003;Prilocainum
124451;3584;Paracetamolum
124452;2643;Lidocainum
124452;4003;Prilocainum
124453;2643;Lidocainum
124453;4003;Prilocainum
124468;5307;Topotecani hydrochloridum
124469;5307;Topotecani hydrochloridum
124522;5507;Orlistatum
124523;5507;Orlistatum
124524;5507;Orlistatum
124526;5507;Orlistatum
124527;5507;Orlistatum
124553;5507;Orlistatum
124554;5507;Orlistatum
124555;5507;Orlistatum
124556;5507;Orlistatum
124557;5507;Orlistatum
124558;5507;Orlistatum
124584;5507;Orlistatum
124585;5507;Orlistatum
124586;5507;Orlistatum
124587;5507;Orlistatum
124588;5507;Orlistatum
124589;5507;Orlistatum
124640;5722;Telmisartanum
124641;5722;Telmisartanum
124642;5722;Telmisartanum
124643;5722;Telmisartanum
124644;5722;Telmisartanum
124645;5722;Telmisartanum
124646;5722;Telmisartanum
124647;5722;Telmisartanum
124648;5722;Telmisartanum
124649;5722;Telmisartanum
124653;5722;Telmisartanum
124655;5722;Telmisartanum
124656;5722;Telmisartanum
124657;5722;Telmisartanum
124658;5722;Telmisartanum
124662;5722;Telmisartanum
124663;5722;Telmisartanum
124665;5722;Telmisartanum
124667;5722;Telmisartanum
124668;5722;Telmisartanum
124670;5722;Telmisartanum
124672;5722;Telmisartanum
124673;5722;Telmisartanum
124674;5722;Telmisartanum
124675;5722;Telmisartanum
124676;4668;Topiramatum
124677;4668;Topiramatum
124679;4668;Topiramatum
124680;4668;Topiramatum
124681;4668;Topiramatum
124682;4668;Topiramatum
124683;4668;Topiramatum
124684;4668;Topiramatum
124685;5507;Orlistatum
124686;5507;Orlistatum
124687;5507;Orlistatum
124688;5507;Orlistatum
124689;5507;Orlistatum
124690;5507;Orlistatum
124691;5507;Orlistatum
124692;5507;Orlistatum
124693;5507;Orlistatum
124694;5507;Orlistatum
124695;5507;Orlistatum
124696;5507;Orlistatum
124697;5507;Orlistatum
124698;5507;Orlistatum
124709;2441;Kalii chloridum
124709;2728;Macrogolum 3350
124709;3117;Natrii chloridum
124709;3229;Natrii sulfas anhydricus
124710;2441;Kalii chloridum
124710;2728;Macrogolum 3350
124710;3117;Natrii chloridum
124710;3229;Natrii sulfas anhydricus
124711;2441;Kalii chloridum
124711;2728;Macrogolum 3350
124711;3117;Natrii chloridum
124711;3229;Natrii sulfas anhydricus
124712;2441;Kalii chloridum
124712;2728;Macrogolum 3350
124712;3117;Natrii chloridum
124712;3229;Natrii sulfas anhydricus
124713;2441;Kalii chloridum
124713;2728;Macrogolum 3350
124713;3117;Natrii chloridum
124713;3229;Natrii sulfas anhydricus
124714;2441;Kalii chloridum
124714;2728;Macrogolum 3350
124714;3117;Natrii chloridum
124714;3229;Natrii sulfas anhydricus
124715;2441;Kalii chloridum
124715;2728;Macrogolum 3350
124715;3117;Natrii chloridum
124715;3229;Natrii sulfas anhydricus
124719;5638;Mometasoni furoas monohydricus
124726;8994;Acidum ibandronicum
124727;8994;Acidum ibandronicum
124728;8994;Acidum ibandronicum
124729;8994;Acidum ibandronicum
124742;1451;Diclofenacum kalicum
124743;1451;Diclofenacum kalicum
124744;1451;Diclofenacum kalicum
124745;1451;Diclofenacum kalicum
124746;1451;Diclofenacum kalicum
124752;1451;Diclofenacum kalicum
124753;1451;Diclofenacum kalicum
124754;1451;Diclofenacum kalicum
124771;806;Calcii carbonas
124771;5897;Cholecalciferoli pulvis
124772;806;Calcii carbonas
124772;5897;Cholecalciferoli pulvis
124773;806;Calcii carbonas
124773;5897;Cholecalciferoli pulvis
124774;806;Calcii carbonas
124774;5897;Cholecalciferoli pulvis
124775;806;Calcii carbonas
124775;5897;Cholecalciferoli pulvis
124776;806;Calcii carbonas
124776;5897;Cholecalciferoli pulvis
124777;806;Calcii carbonas
124777;5897;Cholecalciferoli pulvis
124778;806;Calcii carbonas
124778;5897;Cholecalciferoli pulvis
124779;806;Calcii carbonas
124779;5897;Cholecalciferoli pulvis
124780;806;Calcii carbonas
124780;5897;Cholecalciferoli pulvis
124781;806;Calcii carbonas
124781;5897;Cholecalciferoli pulvis
124782;806;Calcii carbonas
124782;5897;Cholecalciferoli pulvis
124783;806;Calcii carbonas
124783;5897;Cholecalciferoli pulvis
124784;806;Calcii carbonas
124784;5897;Cholecalciferoli pulvis
124785;806;Calcii carbonas
124785;5897;Cholecalciferoli pulvis
124786;806;Calcii carbonas
124786;5897;Cholecalciferoli pulvis
124787;806;Calcii carbonas
124787;5897;Cholecalciferoli pulvis
124788;806;Calcii carbonas
124788;5897;Cholecalciferoli pulvis
124789;806;Calcii carbonas
